Year,Facility,Attendance,LastAttendance
2018,Lorenzo,49095,33722.0
2017,Lorenzo,33722,52458.0
2016,Lorenzo,52458,51551.0
2015,Lorenzo,51551,43913.0
2014,Lorenzo,43913,0.0
2013,Lorenzo,34857,29159.0
2012,Lorenzo,29159,29013.0
2011,Lorenzo,29013,28256.0
2010,Lorenzo,28256,31123.0
2009,Lorenzo,31123,40711.0
2008,Lorenzo,40711,42174.0
2007,Lorenzo,42174,48094.0
2006,Lorenzo,48094,43808.0
2005,Lorenzo,43808,44303.0
2004,Lorenzo,44303,52158.0
2003,Lorenzo,52158,29073.0
2020,Macomb Reservation,29073,32498.0
2019,Macomb Reservation,32498,30616.0
2018,Macomb Reservation,30616,26317.0
2017,Macomb Reservation,26317,25799.0
2016,Macomb Reservation,25799,27887.0
2015,Macomb Reservation,27887,29862.0
2014,Macomb Reservation,29862,0.0
2013,Macomb Reservation,31671,31417.0
2012,Macomb Reservation,31417,30041.0
2011,Macomb Reservation,30041,18421.0
2010,Macomb Reservation,18421,37900.0
2009,Macomb Reservation,37900,29528.0
2008,Macomb Reservation,29528,38855.0
2007,Macomb Reservation,38855,29143.0
2006,Macomb Reservation,29143,39410.0
2005,Macomb Reservation,39410,30013.0
2004,Macomb Reservation,30013,31243.0
2003,Macomb Reservation,31243,22329.0
2020,Mark Twain State  and Soaring Eagles Golf Course,22329,25066.0
2019,Mark Twain State  and Soaring Eagles Golf Course,25066,23148.0
2018,Mark Twain State  and Soaring Eagles Golf Course,23148,118166.0
2017,Mark Twain State  and Soaring Eagles Golf Course,118166,630970.0
2020,Marsha P. Johnson State  (former East River State  until 2020),630970,1609568.0
2019,Marsha P. Johnson State  (former East River State  until 2020),1609568,1398926.0
2018,Marsha P. Johnson State  (former East River State  until 2020),1398926,0.0
2017,Marsha P. Johnson State  (former East River State  until 2020),1639925,1624944.0
2016,Marsha P. Johnson State  (former East River State  until 2020),1624944,1420816.0
2015,Marsha P. Johnson State  (former East River State  until 2020),1420816,1464993.0
2014,Marsha P. Johnson State  (former East River State  until 2020),1464993,1359347.0
2013,Marsha P. Johnson State  (former East River State  until 2020),1359347,735488.0
2012,Marsha P. Johnson State  (former East River State  until 2020),735488,512146.0
2011,Marsha P. Johnson State  (former East River State  until 2020),512146,405062.0
2010,Marsha P. Johnson State  (former East River State  until 2020),405062,237310.0
2009,Marsha P. Johnson State  (former East River State  until 2020),237310,182144.0
2008,Marsha P. Johnson State  (former East River State  until 2020),182144,148712.0
2007,Marsha P. Johnson State  (former East River State  until 2020),148712,0.0
2006,Marsha P. Johnson State  (former East River State  until 2020),0,0.0
2005,Marsha P. Johnson State  (former East River State  until 2020),0,0.0
2004,Marsha P. Johnson State  (former East River State  until 2020),0,0.0
2003,Marsha P. Johnson State  (former East River State  until 2020),0,3515.0
2020,Mary Island River ,3515,2619.0
2019,Mary Island River ,2619,2295.0
2018,Mary Island River ,2295,0.0
2017,Mary Island River ,1352,1876.0
2016,Mary Island River ,1876,1862.0
2015,Mary Island River ,1862,3415.0
2014,Mary Island River ,3415,4083.0
2013,Mary Island River ,4083,4553.0
2012,Mary Island River ,4553,0.0
2011,Mary Island River ,0,4077.0
2010,Mary Island River ,4077,4503.0
2009,Mary Island River ,4503,4835.0
2008,Mary Island River ,4835,4652.0
2007,Mary Island River ,4652,3421.0
2006,Mary Island River ,3421,3369.0
2005,Mary Island River ,3369,4200.0
2004,Mary Island River ,4200,3313.0
2003,Mary Island River ,3313,37578.0
2020,Max V Shaul Campsite,37578,34083.0
2019,Max V Shaul Campsite,34083,17804.0
2018,Max V Shaul Campsite,17804,0.0
2017,Max V Shaul Campsite,21677,19313.0
2016,Max V Shaul Campsite,19313,12586.0
2015,Max V Shaul Campsite,12586,25885.0
2014,Max V Shaul Campsite,25885,23487.0
2013,Max V Shaul Campsite,23487,17659.0
2012,Max V Shaul Campsite,17659,12521.0
2011,Max V Shaul Campsite,12521,3877.0
2010,Max V Shaul Campsite,3877,5511.0
2009,Max V Shaul Campsite,5511,5712.0
2008,Max V Shaul Campsite,5712,4398.0
2007,Max V Shaul Campsite,4398,3826.0
2006,Max V Shaul Campsite,3826,4769.0
2005,Max V Shaul Campsite,4769,6811.0
2004,Max V Shaul Campsite,6811,6307.0
2003,Max V Shaul Campsite,6307,16953.0
2020,Mexico Point Boat Launch,16953,11520.0
2019,Mexico Point Boat Launch,11520,14753.0
2018,Mexico Point Boat Launch,14753,0.0
2017,Mexico Point Boat Launch,5413,16019.0
2016,Mexico Point Boat Launch,16019,14468.0
2015,Mexico Point Boat Launch,14468,15239.0
2014,Mexico Point Boat Launch,15239,13214.0
2013,Mexico Point Boat Launch,13214,18571.0
2012,Mexico Point Boat Launch,18571,18341.0
2011,Mexico Point Boat Launch,18341,20509.0
2010,Mexico Point Boat Launch,20509,25845.0
2009,Mexico Point Boat Launch,25845,27678.0
2008,Mexico Point Boat Launch,27678,30232.0
2007,Mexico Point Boat Launch,30232,24936.0
2006,Mexico Point Boat Launch,24936,22833.0
2005,Mexico Point Boat Launch,22833,28512.0
2004,Mexico Point Boat Launch,28512,30605.0
2003,Mexico Point Boat Launch,30605,18311.0
2020,Midway State ,18311,81050.0
2019,Midway State ,81050,84959.0
2018,Midway State ,84959,0.0
2017,Midway State ,82942,91494.0
2016,Midway State ,91494,106596.0
2015,Midway State ,106596,89838.0
2014,Midway State ,89838,97944.0
2013,Midway State ,97944,103567.0
2012,Midway State ,103567,94430.0
2011,Midway State ,94430,106948.0
2010,Midway State ,106948,116996.0
2009,Midway State ,116996,155325.0
2008,Midway State ,155325,146965.0
2007,Midway State ,146965,7040.0
2006,Midway State ,7040,0.0
2005,Midway State ,0,0.0
2004,Midway State ,0,0.0
2003,Midway State ,0,244492.0
2020,Mills Norrie ,244492,199967.0
2019,Mills Norrie ,199967,167795.0
2018,Mills Norrie ,167795,0.0
2017,Mills Norrie ,202606,203952.0
2016,Mills Norrie ,203952,202292.0
2015,Mills Norrie ,202292,203730.0
2014,Mills Norrie ,203730,203764.0
2013,Mills Norrie ,203764,198035.0
2012,Mills Norrie ,198035,186366.0
2011,Mills Norrie ,186366,218737.0
2010,Mills Norrie ,218737,215731.0
2009,Mills Norrie ,215731,244539.0
2008,Mills Norrie ,244539,248699.0
2007,Mills Norrie ,248699,247359.0
2006,Mills Norrie ,247359,253501.0
2005,Mills Norrie ,253501,251855.0
2004,Mills Norrie ,251855,238902.0
2003,Mills Norrie ,238902,208662.0
2020,Minekill,208662,149981.0
2019,Minekill,149981,129605.0
2018,Minekill,129605,0.0
2017,Minekill,107884,113355.0
2016,Minekill,113355,78367.0
2015,Minekill,78367,84343.0
2014,Minekill,84343,89293.0
2013,Minekill,89293,91600.0
2012,Minekill,91600,62638.0
2011,Minekill,62638,67447.0
2010,Minekill,67447,65235.0
2009,Minekill,65235,56361.0
2008,Minekill,56361,68614.0
2007,Minekill,68614,65073.0
2006,Minekill,65073,62736.0
2005,Minekill,62736,60585.0
2004,Minekill,60585,63219.0
2003,Minekill,63219,581154.0
2020,Minnewaska ,581154,398406.0
2019,Minnewaska ,398406,370884.0
2018,Minnewaska ,370884,0.0
2017,Minnewaska ,392078,360671.0
2016,Minnewaska ,360671,367965.0
2015,Minnewaska ,367965,290659.0
2014,Minnewaska ,290659,289836.0
2013,Minnewaska ,289836,267206.0
2012,Minnewaska ,267206,219205.0
2011,Minnewaska ,219205,216905.0
2010,Minnewaska ,216905,237950.0
2009,Minnewaska ,237950,232032.0
2008,Minnewaska ,232032,205986.0
2007,Minnewaska ,205986,175302.0
2006,Minnewaska ,175302,324944.0
2005,Minnewaska ,324944,343988.0
2004,Minnewaska ,343988,330659.0
2003,Minnewaska ,330659,87534.0
2020,Montauk Downs,87534,89434.0
2019,Montauk Downs,89434,97250.0
2018,Montauk Downs,97250,0.0
2017,Montauk Downs,102690,98426.0
2016,Montauk Downs,98426,87255.0
2015,Montauk Downs,87255,120860.0
2014,Montauk Downs,120860,126835.0
2013,Montauk Downs,126835,98710.0
2012,Montauk Downs,98710,127380.0
2011,Montauk Downs,127380,185625.0
2010,Montauk Downs,185625,170360.0
2009,Montauk Downs,170360,214790.0
2008,Montauk Downs,214790,245150.0
2007,Montauk Downs,245150,226045.0
2006,Montauk Downs,226045,224995.0
2005,Montauk Downs,224995,230263.0
2004,Montauk Downs,230263,222244.0
2003,Montauk Downs,222244,1421690.0
2020,Montauk Point,1421690,1104315.0
2019,Montauk Point,1104315,995485.0
2018,Montauk Point,995485,0.0
2017,Montauk Point,1198798,1006921.0
2016,Montauk Point,1006921,728090.0
2015,Montauk Point,728090,816970.0
2014,Montauk Point,816970,832040.0
2013,Montauk Point,832040,766430.0
2012,Montauk Point,766430,754915.0
2011,Montauk Point,754915,756940.0
2010,Montauk Point,756940,716240.0
2009,Montauk Point,716240,872840.0
2008,Montauk Point,872840,899672.0
2007,Montauk Point,899672,867560.0
2006,Montauk Point,867560,901341.0
2005,Montauk Point,901341,895650.0
2004,Montauk Point,895650,900480.0
2003,Montauk Point,900480,382819.0
2020,Moreau Lake ,382819,347290.0
2019,Moreau Lake ,347290,309775.0
2018,Moreau Lake ,309775,0.0
2017,Moreau Lake ,381557,366567.0
2016,Moreau Lake ,366567,357848.0
2015,Moreau Lake ,357848,326564.0
2014,Moreau Lake ,326564,381133.0
2013,Moreau Lake ,381133,380407.0
2012,Moreau Lake ,380407,374352.0
2011,Moreau Lake ,374352,425167.0
2010,Moreau Lake ,425167,395910.0
2009,Moreau Lake ,395910,367828.0
2008,Moreau Lake ,367828,356674.0
2007,Moreau Lake ,356674,267603.0
2006,Moreau Lake ,267603,338109.0
2005,Moreau Lake ,338109,275587.0
2004,Moreau Lake ,275587,277521.0
2003,Moreau Lake ,277521,156475.0
2020,Napeague State ,156475,113260.0
2019,Napeague State ,113260,120190.0
2018,Napeague State ,120190,0.0
2017,Napeague State ,107820,70070.0
2016,Napeague State ,70070,68245.0
2015,Napeague State ,68245,65985.0
2014,Napeague State ,65985,81535.0
2013,Napeague State ,81535,69495.0
2012,Napeague State ,69495,96660.0
2011,Napeague State ,96660,98180.0
2010,Napeague State ,98180,162570.0
2009,Napeague State ,162570,188665.0
2008,Napeague State ,188665,201910.0
2007,Napeague State ,201910,191565.0
2006,Napeague State ,191565,175150.0
2005,Napeague State ,175150,184650.0
2004,Napeague State ,184650,196520.0
2003,Napeague State ,196520,12650.0
2020,National Purple Heart Hall Of Honor,12650,18564.0
2019,National Purple Heart Hall Of Honor,18564,18776.0
2018,National Purple Heart Hall Of Honor,18776,0.0
2017,National Purple Heart Hall Of Honor,22407,26340.0
2016,National Purple Heart Hall Of Honor,26340,17255.0
2015,National Purple Heart Hall Of Honor,17255,17086.0
2014,National Purple Heart Hall Of Honor,17086,12936.0
2013,National Purple Heart Hall Of Honor,12936,12074.0
2012,National Purple Heart Hall Of Honor,12074,14546.0
2011,National Purple Heart Hall Of Honor,14546,12892.0
2010,National Purple Heart Hall Of Honor,12892,10388.0
2009,National Purple Heart Hall Of Honor,10388,12093.0
2008,National Purple Heart Hall Of Honor,12093,15.0
2007,National Purple Heart Hall Of Honor,15,0.0
2006,National Purple Heart Hall Of Honor,0,0.0
2005,National Purple Heart Hall Of Honor,0,0.0
2004,National Purple Heart Hall Of Honor,0,0.0
2003,National Purple Heart Hall Of Honor,0,56746.0
2020,Newtown Battlefield,56746,46609.0
2019,Newtown Battlefield,46609,50709.0
2018,Newtown Battlefield,50709,0.0
2017,Newtown Battlefield,52532,58876.0
2016,Newtown Battlefield,58876,47218.0
2015,Newtown Battlefield,47218,34455.0
2014,Newtown Battlefield,34455,33796.0
2013,Newtown Battlefield,33796,30788.0
2012,Newtown Battlefield,30788,28453.0
2011,Newtown Battlefield,28453,23723.0
2010,Newtown Battlefield,23723,30387.0
2009,Newtown Battlefield,30387,38736.0
2008,Newtown Battlefield,38736,28358.0
2007,Newtown Battlefield,28358,22733.0
2006,Newtown Battlefield,22733,18559.0
2005,Newtown Battlefield,18559,0.0
2004,Newtown Battlefield,0,20.0
2003,Newtown Battlefield,20,9679.0
2020,New Windsor Cantonment,9679,20985.0
2019,New Windsor Cantonment,20985,19656.0
2018,New Windsor Cantonment,19656,0.0
2017,New Windsor Cantonment,28432,31906.0
2016,New Windsor Cantonment,31906,24800.0
2015,New Windsor Cantonment,24800,27637.0
2014,New Windsor Cantonment,27637,15576.0
2013,New Windsor Cantonment,15576,15262.0
2012,New Windsor Cantonment,15262,17100.0
2011,New Windsor Cantonment,17100,19776.0
2010,New Windsor Cantonment,19776,19305.0
2009,New Windsor Cantonment,19305,15729.0
2008,New Windsor Cantonment,15729,21122.0
2007,New Windsor Cantonment,21122,21340.0
2006,New Windsor Cantonment,21340,15484.0
2005,New Windsor Cantonment,15484,17199.0
2004,New Windsor Cantonment,17199,17147.0
2003,New Windsor Cantonment,17147,5973329.0
2020,Niagara Reservation,5973329,9596491.0
2019,Niagara Reservation,9596491,9516147.0
2018,Niagara Reservation,9516147,0.0
2017,Niagara Reservation,9435285,9529325.0
2016,Niagara Reservation,9529325,9296962.0
2015,Niagara Reservation,9296962,9011709.0
2014,Niagara Reservation,9011709,8863301.0
2013,Niagara Reservation,8863301,8690962.0
2012,Niagara Reservation,8690962,8448914.0
2011,Niagara Reservation,8448914,8274942.0
2010,Niagara Reservation,8274942,8130765.0
2009,Niagara Reservation,8130765,7925725.0
2008,Niagara Reservation,7925725,7924083.0
2007,Niagara Reservation,7924083,7756133.0
2006,Niagara Reservation,7756133,7762999.0
2005,Niagara Reservation,7762999,7779887.0
2004,Niagara Reservation,7779887,7390268.0
2003,Niagara Reservation,7390268,326777.0
2020,Nissequogue River,326777,272750.0
2019,Nissequogue River,272750,227169.0
2018,Nissequogue River,227169,0.0
2017,Nissequogue River,140649,162815.0
2016,Nissequogue River,162815,138136.0
2015,Nissequogue River,138136,95288.0
2014,Nissequogue River,95288,123584.0
2013,Nissequogue River,123584,106125.0
2012,Nissequogue River,106125,64702.0
2011,Nissequogue River,64702,75641.0
2010,Nissequogue River,75641,87486.0
2009,Nissequogue River,87486,95007.0
2008,Nissequogue River,95007,88207.0
2007,Nissequogue River,88207,38394.0
2006,Nissequogue River,38394,32438.0
2005,Nissequogue River,32438,29453.0
2004,Nissequogue River,29453,39769.0
2003,Nissequogue River,39769,65071.0
2020,Nyack Beach ,65071,121064.0
2019,Nyack Beach ,121064,131195.0
2018,Nyack Beach ,131195,0.0
2017,Nyack Beach ,161674,149481.0
2016,Nyack Beach ,149481,140088.0
2015,Nyack Beach ,140088,169661.0
2014,Nyack Beach ,169661,120005.0
2013,Nyack Beach ,120005,157090.0
2012,Nyack Beach ,157090,148527.0
2011,Nyack Beach ,148527,142344.0
2010,Nyack Beach ,142344,124536.0
2009,Nyack Beach ,124536,124378.0
2008,Nyack Beach ,124378,160189.0
2007,Nyack Beach ,160189,184570.0
2006,Nyack Beach ,184570,272254.0
2005,Nyack Beach ,272254,229369.0
2004,Nyack Beach ,229369,289976.0
2003,Nyack Beach ,289976,11060.0
2020,Oak Orchard Boat Launch,11060,6992.0
2019,Oak Orchard Boat Launch,6992,7317.0
2018,Oak Orchard Boat Launch,7317,0.0
2017,Oak Orchard Boat Launch,4874,8580.0
2016,Oak Orchard Boat Launch,8580,9143.0
2015,Oak Orchard Boat Launch,9143,9259.0
2014,Oak Orchard Boat Launch,9259,9353.0
2013,Oak Orchard Boat Launch,9353,7233.0
2012,Oak Orchard Boat Launch,7233,7547.0
2011,Oak Orchard Boat Launch,7547,6991.0
2010,Oak Orchard Boat Launch,6991,9050.0
2009,Oak Orchard Boat Launch,9050,7860.0
2008,Oak Orchard Boat Launch,7860,10924.0
2007,Oak Orchard Boat Launch,10924,10439.0
2006,Oak Orchard Boat Launch,10439,9562.0
2005,Oak Orchard Boat Launch,9562,10629.0
2004,Oak Orchard Boat Launch,10629,11961.0
2003,Oak Orchard Boat Launch,11961,150023.0
2020,Olana,150023,160936.0
2019,Olana,160936,175017.0
2018,Olana,175017,0.0
2017,Olana,172877,173644.0
2016,Olana,173644,171218.0
2015,Olana,171218,161358.0
2014,Olana,161358,148974.0
2013,Olana,148974,110035.0
2012,Olana,110035,148759.0
2011,Olana,148759,129676.0
2010,Olana,129676,135564.0
2009,Olana,135564,165702.0
2008,Olana,165702,94877.0
2007,Olana,94877,95514.0
2006,Olana,95514,108435.0
2005,Olana,108435,105392.0
2004,Olana,105392,108711.0
2003,Olana,108711,1669439.0
2020,Old Croton Aqueduct,1669439,1242593.0
2019,Old Croton Aqueduct,1242593,1125953.0
2018,Old Croton Aqueduct,1125953,0.0
2017,Old Croton Aqueduct,1195375,1278747.0
2016,Old Croton Aqueduct,1278747,1129836.0
2015,Old Croton Aqueduct,1129836,1009221.0
2014,Old Croton Aqueduct,1009221,1006966.0
2013,Old Croton Aqueduct,1006966,1026504.0
2012,Old Croton Aqueduct,1026504,912439.0
2011,Old Croton Aqueduct,912439,848512.0
2010,Old Croton Aqueduct,848512,824313.0
2009,Old Croton Aqueduct,824313,952231.0
2008,Old Croton Aqueduct,952231,947610.0
2007,Old Croton Aqueduct,947610,878454.0
2006,Old Croton Aqueduct,878454,817245.0
2005,Old Croton Aqueduct,817245,832026.0
2004,Old Croton Aqueduct,832026,592761.0
2003,Old Croton Aqueduct,592761,125216.0
2020,Old Erie Canal,125216,141651.0
2019,Old Erie Canal,141651,203597.0
2018,Old Erie Canal,203597,0.0
2017,Old Erie Canal,111488,96895.0
2016,Old Erie Canal,96895,91454.0
2015,Old Erie Canal,91454,86289.0
2014,Old Erie Canal,86289,61581.0
2013,Old Erie Canal,61581,28012.0
2012,Old Erie Canal,28012,26488.0
2011,Old Erie Canal,26488,65623.0
2010,Old Erie Canal,65623,89932.0
2009,Old Erie Canal,89932,89412.0
2008,Old Erie Canal,89412,127474.0
2007,Old Erie Canal,127474,101441.0
2006,Old Erie Canal,101441,89422.0
2005,Old Erie Canal,89422,100511.0
2004,Old Erie Canal,100511,110318.0
2003,Old Erie Canal,110318,69358.0
2020,Oquaga State ,69358,48054.0
2019,Oquaga State ,48054,56002.0
2018,Oquaga State ,56002,0.0
2017,Oquaga State ,36962,53265.0
2016,Oquaga State ,53265,51214.0
2015,Oquaga State ,51214,53495.0
2014,Oquaga State ,53495,34290.0
2013,Oquaga State ,34290,40198.0
2012,Oquaga State ,40198,30659.0
2011,Oquaga State ,30659,30320.0
2010,Oquaga State ,30320,25319.0
2009,Oquaga State ,25319,33445.0
2008,Oquaga State ,33445,36592.0
2007,Oquaga State ,36592,30229.0
2006,Oquaga State ,30229,33005.0
2005,Oquaga State ,33005,30526.0
2004,Oquaga State ,30526,34883.0
2003,Oquaga State ,34883,200848.0
2020,Orient Beach ,200848,180137.0
2019,Orient Beach ,180137,243593.0
2018,Orient Beach ,243593,0.0
2017,Orient Beach ,374256,334627.0
2016,Orient Beach ,334627,414303.0
2015,Orient Beach ,414303,452199.0
2014,Orient Beach ,452199,412562.0
2013,Orient Beach ,412562,399218.0
2012,Orient Beach ,399218,434266.0
2011,Orient Beach ,434266,215650.0
2010,Orient Beach ,215650,111473.0
2009,Orient Beach ,111473,111157.0
2008,Orient Beach ,111157,85318.0
2007,Orient Beach ,85318,73175.0
2006,Orient Beach ,73175,78619.0
2005,Orient Beach ,78619,78875.0
2004,Orient Beach ,78875,79239.0
2003,Orient Beach ,79239,18385.0
2020,Oriskany Battlefield,18385,14488.0
2019,Oriskany Battlefield,14488,4946.0
2018,Oriskany Battlefield,4946,0.0
2017,Oriskany Battlefield,9053,4431.0
2016,Oriskany Battlefield,4431,3701.0
2015,Oriskany Battlefield,3701,3882.0
2014,Oriskany Battlefield,3882,4061.0
2013,Oriskany Battlefield,4061,6331.0
2012,Oriskany Battlefield,6331,4172.0
2011,Oriskany Battlefield,4172,2710.0
2010,Oriskany Battlefield,2710,7183.0
2009,Oriskany Battlefield,7183,6360.0
2008,Oriskany Battlefield,6360,15485.0
2007,Oriskany Battlefield,15485,24209.0
2006,Oriskany Battlefield,24209,18869.0
2005,Oriskany Battlefield,18869,12925.0
2004,Oriskany Battlefield,12925,15985.0
2003,Oriskany Battlefield,15985,19877.0
2020,Palisades,19877,17206.0
2019,Palisades,17206,20121.0
2018,Palisades,20121,0.0
2017,Palisades,14608,14811.0
2016,Palisades,14811,11567.0
2015,Palisades,11567,10592.0
2014,Palisades,10592,10601.0
2013,Palisades,10601,9662.0
2012,Palisades,9662,6267.0
2011,Palisades,6267,5060.0
2010,Palisades,5060,5147.0
2009,Palisades,5147,4685.0
2008,Palisades,4685,4048.0
2007,Palisades,4048,5622.0
2006,Palisades,5622,3682.0
2005,Palisades,3682,0.0
2004,Palisades,0,0.0
2003,Palisades,0,57091.0
2020,Peebles Island,57091,51218.0
2019,Peebles Island,51218,58318.0
2018,Peebles Island,58318,0.0
2017,Peebles Island,127484,137858.0
2016,Peebles Island,137858,101647.0
2015,Peebles Island,101647,115344.0
2014,Peebles Island,115344,105176.0
2013,Peebles Island,105176,95345.0
2012,Peebles Island,95345,85000.0
2011,Peebles Island,85000,89067.0
2010,Peebles Island,89067,94316.0
2009,Peebles Island,94316,88184.0
2008,Peebles Island,88184,78498.0
2007,Peebles Island,78498,78229.0
2006,Peebles Island,78229,66584.0
2005,Peebles Island,66584,52125.0
2004,Peebles Island,52125,67799.0
2003,Peebles Island,67799,13395.0
2020,Peter Jay House (Jay Heritage Center),13395,15742.0
2019,Peter Jay House (Jay Heritage Center),15742,3652.0
2018,Peter Jay House (Jay Heritage Center),3652,0.0
2017,Peter Jay House (Jay Heritage Center),5000,21521.0
2020,Philipse Manor,21521,29252.0
2019,Philipse Manor,29252,28968.0
2018,Philipse Manor,28968,32330.0
2017,Philipse Manor,32330,27595.0
2016,Philipse Manor,27595,25044.0
2015,Philipse Manor,25044,23557.0
2014,Philipse Manor,23557,23304.0
2013,Philipse Manor,23304,22956.0
2012,Philipse Manor,22956,20939.0
2011,Philipse Manor,20939,21216.0
2010,Philipse Manor,21216,22517.0
2009,Philipse Manor,22517,23554.0
2008,Philipse Manor,23554,23001.0
2007,Philipse Manor,23001,23779.0
2006,Philipse Manor,23779,24488.0
2005,Philipse Manor,24488,25209.0
2004,Philipse Manor,25209,0.0
2003,Philipse Manor,22941,16090.0
2020,Pine Grove Boatlaunch,16090,8584.0
2019,Pine Grove Boatlaunch,8584,11384.0
2018,Pine Grove Boatlaunch,11384,9173.0
2017,Pine Grove Boatlaunch,9173,15142.0
2016,Pine Grove Boatlaunch,15142,14041.0
2015,Pine Grove Boatlaunch,14041,13403.0
2014,Pine Grove Boatlaunch,13403,9932.0
2013,Pine Grove Boatlaunch,9932,0.0
2012,Pine Grove Boatlaunch,0,0.0
2011,Pine Grove Boatlaunch,0,0.0
2010,Pine Grove Boatlaunch,0,0.0
2009,Pine Grove Boatlaunch,0,0.0
2008,Pine Grove Boatlaunch,0,0.0
2007,Pine Grove Boatlaunch,0,0.0
2006,Pine Grove Boatlaunch,0,0.0
2005,Pine Grove Boatlaunch,0,0.0
2004,Pine Grove Boatlaunch,0,0.0
2003,Pine Grove Boatlaunch,0,0.0
2016,Pinnacle Golf,0,0.0
2015,Pinnacle Golf,0,6055.0
2014,Pinnacle Golf,6055,6316.0
2013,Pinnacle Golf,6316,8660.0
2012,Pinnacle Golf,8660,8020.0
2011,Pinnacle Golf,8020,26786.0
2010,Pinnacle Golf,26786,24145.0
2009,Pinnacle Golf,24145,25169.0
2008,Pinnacle Golf,25169,29034.0
2007,Pinnacle Golf,29034,27492.0
2006,Pinnacle Golf,27492,35126.0
2005,Pinnacle Golf,35126,28055.0
2004,Pinnacle Golf,28055,32177.0
2003,Pinnacle Golf,32177,0.0
2020,Pinnacle State  and Golf Course,0,0.0
2019,Pinnacle State  and Golf Course,0,55.0
2018,Pinnacle State  and Golf Course,55,0.0
2017,Pinnacle State  and Golf Course,1007,47326.0
2020,Pixley Falls State ,47326,44597.0
2019,Pixley Falls State ,44597,35148.0
2018,Pixley Falls State ,35148,36847.0
2017,Pixley Falls State ,36847,28610.0
2016,Pixley Falls State ,28610,26905.0
2015,Pixley Falls State ,26905,27981.0
2014,Pixley Falls State ,27981,33229.0
2013,Pixley Falls State ,33229,33789.0
2012,Pixley Falls State ,33789,37427.0
2011,Pixley Falls State ,37427,0.0
2010,Pixley Falls State ,0,0.0
2009,Pixley Falls State ,0,17946.0
2008,Pixley Falls State ,17946,12047.0
2007,Pixley Falls State ,12047,19066.0
2006,Pixley Falls State ,19066,32495.0
2005,Pixley Falls State ,32495,36372.0
2004,Pixley Falls State ,36372,0.0
2003,Pixley Falls State ,40411,468800.0
2020,Planting Fields A,468800,312574.0
2019,Planting Fields A,312574,252376.0
2018,Planting Fields A,252376,257720.0
2017,Planting Fields A,257720,197858.0
2016,Planting Fields A,197858,211338.0
2015,Planting Fields A,211338,213932.0
2014,Planting Fields A,213932,205463.0
2013,Planting Fields A,205463,199656.0
2012,Planting Fields A,199656,180993.0
2011,Planting Fields A,180993,212039.0
2010,Planting Fields A,212039,173455.0
2009,Planting Fields A,173455,180207.0
2008,Planting Fields A,180207,182006.0
2007,Planting Fields A,182006,163188.0
2006,Planting Fields A,163188,167514.0
2005,Planting Fields A,167514,170767.0
2004,Planting Fields A,170767,0.0
2003,Planting Fields A,146133,89843.0
2020,Point Au Roche,89843,75302.0
2019,Point Au Roche,75302,80299.0
2018,Point Au Roche,80299,79794.0
2017,Point Au Roche,79794,80645.0
2016,Point Au Roche,80645,78150.0
2015,Point Au Roche,78150,74730.0
2014,Point Au Roche,74730,90263.0
2013,Point Au Roche,90263,84398.0
2012,Point Au Roche,84398,66236.0
2011,Point Au Roche,66236,64334.0
2010,Point Au Roche,64334,64542.0
2009,Point Au Roche,64542,58626.0
2008,Point Au Roche,58626,66206.0
2007,Point Au Roche,66206,70363.0
2006,Point Au Roche,70363,94696.0
2005,Point Au Roche,94696,85967.0
2004,Point Au Roche,85967,0.0
2003,Point Au Roche,87977,11580.0
2020,Point Au Roche Boat Lau,11580,14213.0
2019,Point Au Roche Boat Lau,14213,16717.0
2018,Point Au Roche Boat Lau,16717,13339.0
2017,Point Au Roche Boat Lau,13339,14168.0
2016,Point Au Roche Boat Lau,14168,12952.0
2015,Point Au Roche Boat Lau,12952,10186.0
2014,Point Au Roche Boat Lau,10186,20516.0
2013,Point Au Roche Boat Lau,20516,10104.0
2012,Point Au Roche Boat Lau,10104,6405.0
2011,Point Au Roche Boat Lau,6405,11207.0
2010,Point Au Roche Boat Lau,11207,7646.0
2009,Point Au Roche Boat Lau,7646,6781.0
2008,Point Au Roche Boat Lau,6781,7767.0
2007,Point Au Roche Boat Lau,7767,12453.0
2006,Point Au Roche Boat Lau,12453,15100.0
2005,Point Au Roche Boat Lau,15100,14279.0
2004,Point Au Roche Boat Lau,14279,0.0
2003,Point Au Roche Boat Lau,10696,0.0
2020,Quiet Cove Riverfront ,0,28503.0
2019,Quiet Cove Riverfront ,28503,4031.0
2018,Quiet Cove Riverfront ,4031,15000.0
2017,Quiet Cove Riverfront ,15000,63178.0
2020,Reservoir ,63178,162847.0
2019,Reservoir ,162847,162936.0
2018,Reservoir ,162936,162995.0
2017,Reservoir ,162995,162088.0
2016,Reservoir ,162088,163419.0
2015,Reservoir ,163419,148768.0
2014,Reservoir ,148768,294707.0
2013,Reservoir ,294707,112862.0
2012,Reservoir ,112862,14990.0
2011,Reservoir ,14990,58310.0
2010,Reservoir ,58310,66923.0
2009,Reservoir ,66923,77879.0
2008,Reservoir ,77879,0.0
2007,Reservoir ,85395,79830.0
2006,Reservoir ,79830,90356.0
2005,Reservoir ,90356,81609.0
2004,Reservoir ,81609,86707.0
2003,Reservoir ,86707,4533.0
2020,Riverbank Fitness Cntr,4533,22346.0
